"";"dayly_power";"dayly_kitchen";"dayly_laundry";"dayly_ewac";"dayly_residual";"dayly_cost_total";"dayly_cost_kitchen";"dayly_cost_laundry";"dayly_cost_ewac";"dayly_cost_residual";"DateTime"
"1";45,8167333333333;0;0,352;5,88;39,5847333333333;6,6431922;0;0,051836;0,92904;5,6623162;2007-01-01
"2";21,1539333333333;0;0,348;6,562;14,2439333333333;3,1752023;0;0,050154;1,006486;2,1185623;2007-01-02
"3";16,9009;0;0,344;4,765;11,7919;2,4493067;0;0,049522;0,706285;1,6934997;2007-01-03
"4";54,3235333333333;1,051;7,597;10,896;34,7795333333333;7,96510926666667;0,129273;1,175861;1,721568;4,93840726666667;2007-01-04
"5";45,2227333333333;1,483;0,379;7,602;35,7587333333333;6,51994253333333;0,234314;0,055857;1,126951;5,10282053333333;2007-01-05
"6";25,1396333333333;1,336;0,402;5,678;17,7236333333333;3,83111356666667;0,211088;0,058791;0,849594;2,71164056666667;2007-01-06
"7";40,7936666666667;1,987;8,177;12,81;17,8196666666667;6,27087766666667;0,313946;1,286121;1,94719;2,72362066666667;2007-01-07
"8";37,356;0;0,467;17,547;19,342;5,59424333333333;0;0,067381;2,556021;2,97084133333333;2007-01-08
"9";31,1509;1,688;4,267;9,79;15,4059;4,7579582;0,266704;0,620811;1,529215;2,3412282;2007-01-09
"10";35,9133333333333;0,771;4,456;11,012;19,6743333333333;5,5606115;0,121818;0,696733;1,720191;3,0218695;2007-01-10
"11";37,5865666666667;1,378;2,17;12,415;21,6235666666667;5,7831002;0,217724;0,33733;1,94008;3,2879662;2007-01-11
"12";24,3549333333333;0;0,439;8,276;15,6399333333333;3,6904803;0;0,062957;1,284788;2,3427353;2007-01-12
"13";53,1135666666667;7,806;2,975;11,341;30,9915666666667;8,02461736666667;1,170313;0,46648;1,718168;4,66965636666667;2007-01-13
"14";50,1651035441279;1,77823488533704;4,21792911744267;12,9840166782488;31,1849228630994;7,37935902154274;0,258300375260598;0,661424322446143;1,9602362751911;4,49939804864489;2007-01-14
"15";35,8113;1,099;2,239;15,163;17,3103;5,39374756666667;0,173642;0,298602;2,314239;2,60726456666667;2007-01-15
"16";28,1067333333333;2,063;0,644;6,583;18,8167333333333;4,3123637;0,325954;0,091707;1,018239;2,8764637;2007-01-16
"17";47,4614666666667;3,5;5,737;16,064;22,1604666666667;7,3203779;0,53235;0,902351;2,462057;3,4236199;2007-01-17
"18";30,3577;0;0,336;13,491;16,5307;4,6203581;0;0,048888;2,038093;2,5333771;2007-01-18
"19";24,674;2,103;0,33;7,172;15,069;3,72131033333333;0,307179;0,048535;1,099331;2,26626533333333;2007-01-19
"20";52,2288666666667;4,324;5,222;11,44;31,2428666666667;7,92615576666667;0,683192;0,821576;1,80752;4,61386776666667;2007-01-20
"21";56,7877;10,346;5,567;11,599;29,2757;8,61042943333333;1,634073;0,874861;1,806392;4,29510343333333;2007-01-21
"22";36,3415666666667;1,054;2,983;11,361;20,9435666666667;5,57296536666667;0,166532;0,466274;1,776243;3,16391636666667;2007-01-22
"23";29,6273333333333;0;1,064;5,061;23,5023333333333;4,44512066666667;0;0,138187;0,777168;3,52976566666667;2007-01-23
"24";49,7975666666667;3,464;2,48;11,744;32,1095666666667;7,46533936666667;0,547312;0,389285;1,820482;4,70826036666667;2007-01-24
"25";26,6057333333333;1,158;0,262;11,239;13,9467333333333;4,07018553333333;0,182964;0,038526;1,743352;2,10534353333333;2007-01-25
"26";26,9662;1,163;0,261;8,238;17,3042;4,09149293333333;0,149034;0,037878;1,269404;2,63517693333333;2007-01-26
"27";34,0678666666667;1,17;3,896;12,374;16,6278666666667;5,18671943333333;0,1836;0,585293;1,950017;2,46780943333333;2007-01-27
"28";51,539191104934;3,4684086170952;3,99977762334955;12,0533703961084;32,0176344683808;7,73331188881167;0,548008561501042;0,580794329395413;1,88667519110493;4,71783380681028;2007-01-28
"29";33,0444;1,123;0,294;15,254;16,3734;5,06761136666667;0,177434;0,042987;2,360887;2,48630336666667;2007-01-29
"30";28,4633;1,123;1,424;8,149;17,7673;4,3673129;0,177434;0,202522;1,284427;2,7029299;2007-01-30
"31";39,3958666666667;0;5,95;15,052;18,3938666666667;6,10193376666667;0;0,93562;2,356726;2,80958776666667;2007-01-31
"32";30,4126666666667;1,17;0,386;13,145;15,7116666666667;4,63434416666667;0,18486;0,056333;1,992735;2,40041616666667;2007-02-01
"33";27,7956;0;0,356;11,338;16,1016;4,11908046666667;0;0,051873;1,720214;2,34699346666667;2007-02-02
"34";67,1620333333333;4,746;4,573;17,834;40,0090333333333;9,8212546;0,749868;0,718404;2,654112;5,6988706;2007-02-03
"35";59,9323333333333;3,391;4,597;14,472;37,4723333333333;8,693872;0,483908;0,676906;2,200266;5,332792;2007-02-04
"36";27,4213333333333;0,896;2,564;7,849;16,1123333333333;4,19349466666667;0,141568;0,395837;1,213052;2,44303766666667;2007-02-05
"37";21,2246666666667;1,185;0,405;4,517;15,1176666666667;3,24901183333333;0,18723;0,058775;0,693806;2,30920083333333;2007-02-06
"38";38,8003;3,299;3,513;11,986;20,0023;5,98698473333333;0,500102;0,551099;1,859138;3,07664573333333;2007-02-07
"39";30,0235666666667;2,226;0,366;10,157;17,2745666666667;4,57884436666667;0,333998;0,053838;1,560216;2,63079236666667;2007-02-08
"40";27,0033;0;3,045;9,77;14,1883;4,11899056666667;0;0,448315;1,52749;2,14318556666667;2007-02-09
"41";47,1554666666667;5,071;2,831;14,405;24,8484666666667;7,19000856666667;0,801183;0,439703;2,24071;3,70841256666667;2007-02-10
"42";59,5204666666667;2,43;4,765;13,114;39,2114666666667;8,8233259;0,38394;0,74867;1,991162;5,6995539;2007-02-11
"43";31,2935;2,227;0,399;11,517;17,1505;4,78052166666667;0,351866;0,057407;1,748566;2,62268266666667;2007-02-12
"44";23,5757666666667;0;2,828;6,256;14,4917666666667;3,60486163333333;0;0,442484;0,955443;2,20693463333333;2007-02-13
"45";41,6445333333333;3,295;3,793;11,579;22,9775333333333;6,48549026666667;0,51837;0,590054;1,826717;3,55034926666667;2007-02-14
"46";33,0891;0;2,363;14,028;16,6981;5,0253823;0;0,366669;2,131794;2,5269193;2007-02-15
"47";28,3754666666667;1,148;0,859;8,689;17,6794666666667;4,18312173333333;0,181279;0,132117;1,247212;2,62251373333333;2007-02-16
"48";34,6152;1,765;2,226;7,157;23,4672;5,11422226666667;0,27887;0,345688;1,064236;3,42542826666667;2007-02-17
"49";63,8293666666667;6,107;8,003;13,129;36,5903666666667;9,53818826666667;0,920561;1,257439;2,015127;5,34506126666667;2007-02-18
"50";36,4435666666667;1,634;2,9;13,085;18,8245666666667;5,53536453333333;0,258172;0,4505;2,033795;2,79289753333333;2007-02-19
"51";52,4988;2,058;5,191;9,713;35,5368;7,6307974;0,325129;0,757248;1,510154;5,0382664;2007-02-20
"52";34,5479;3,527;2,332;11,548;17,1409;5,22210703333333;0,528461;0,360686;1,746359;2,58660103333333;2007-02-21
"53";56,2360723226704;1,41095966620306;4,13474269819193;12,2680389429764;38,422331015299;8,2035851015299;0,212837607788595;0,602223421418637;1,87596350486787;5,5125605674548;2007-02-22
"54";21,8913333333333;0;0,503;10,786;10,6023333333333;3,3301065;0;0,070934;1,680528;1,5786445;2007-02-23
"55";11,9153666666667;0;0,363;3,562;7,99036666666667;1,76506176666667;0;0,053399;0,529756;1,18190676666667;2007-02-24
"56";8,36233333333333;0;0,329;1,66;6,37333333333333;1,2171435;0;0,048797;0,23561;0,9327365;2007-02-25
"57";9,47473333333333;0;0,331;2,83;6,31373333333333;1,35606053333333;0;0,047888;0,38442;0,923752533333333;2007-02-26
"58";8,6352;0;0,314;1,924;6,3972;1,2861331;0;0,045867;0,303992;0,9362741;2007-02-27
"59";8,67956666666667;0;0,34;1,973;6,36656666666667;1,29180953333333;0;0,0491;0,311734;0,930975533333333;2007-02-28
"60";8,62606666666667;0;0,316;1,98;6,33006666666667;1,25104336666667;0;0,046568;0,27889;0,925585366666667;2007-03-01
"61";8,5948;0;0,34;1,969;6,2858;1,24548373333333;0;0,048995;0,276907;0,919581733333333;2007-03-02
"62";13,6520333333333;0;0,347;4,597;8,70803333333333;2,0367986;0;0,051221;0,686566;1,2990116;2007-03-03
"63";34,845;1,476;8,711;9,408;15,25;5,40633166666667;0,233208;1,371088;1,468264;2,33377166666667;2007-03-04
"64";44,3388666666667;5,727;12,109;10,026;16,4768666666667;6,88202476666667;0,894436;1,905627;1,559503;2,52245876666667;2007-03-05
"65";20,775;0;1,74;4,7;14,335;3,18639833333333;0;0,270895;0,730245;2,18525833333333;2007-03-06
"66";39,5867666666667;1,076;4,761;15,513;18,2367666666667;6,08538613333333;0,170008;0,743838;2,407409;2,76413113333333;2007-03-07
"67";26,2022;2,18;3,385;6,655;13,9822;3,9768616;0,34444;0,51642;1,003645;2,1123566;2007-03-08
"68";21,2102;1,093;0,345;8,631;11,1412;3,2419976;0,172694;0,050695;1,361143;1,6574656;2007-03-09
"69";41,4118666666667;4,13;5,422;10,979;20,8808666666667;6,2772686;0,63371;0,852791;1,686417;3,1043506;2007-03-10
"70";58,0106;4,81;3,42;9,5;40,2806;8,52204813333333;0,75998;0,53651;1,491655;5,73390313333333;2007-03-11
"71";32,5111333333333;1,403;2,841;12,353;15,9141333333333;5,0308759;0,221674;0,442613;1,930669;2,4359199;2007-03-12
